"QuestionID";"CreationDate";"Title";"Body";"Tags";"AcceptedDate";"NumberOfComments";"CommentsTexts";"Successful"
"1323";"2008-08-04 15:14:47";"Followup: \"Sorting\" colors by distinctiveness";"<p><a href=\"http://stackoverflow.com/questions/180/function-for-creating-color-wheels\" rel=\"nofollow\">Original Question</a></p>&#xD;&#xA;&#xD;&#xA;<p>If you are given N maximally distant colors (and some associated distance metric), can you come up with a way to sort those colors into some order such that the first M are also reasonably close to being a maximally distinct set?</p>&#xD;&#xA;&#xD;&#xA;<p>In other words, given a bunch of distinct colors, come up with an ordering so I can use as many colors as I need starting at the beginning and be reasonably assured that they are all distinct and that nearby colors are also very distinct (e.g., bluish red isn't next to reddish blue).</p>&#xD;&#xA;&#xD;&#xA;<p>Randomizing is OK but certainly not optimal.</p>&#xD;&#xA;&#xD;&#xA;<p><em>Clarification: Given some large and visually distinct set of colors (say 256, or 1024), I want to sort them such that when I use the first, say, 16 of them that I get a relatively visually distinct subset of colors. This is equivalent, roughly, to saying I want to sort this list of 1024 so that the closer individual colors are visually, the farther apart they are on the list.</em></p>";"<algorithm><language-agnostic><colors>";"Null";"0";"";"no"
"1329";"2008-08-04 15:20:42";"What is a better file copy alternative than the Windows default?";"<p>I need to copy hundreds of gigs of random files around on my computer and am pretty leery of using the vanilla file copy built into Windows.</p>&#xA;&#xA;<p>I don't want it to hang on a \"Are you sure?\", \"Are you really sure?\", \"Even zip files?\", \"Surely not read-only files too!\" loop as soon as I step away.</p>&#xA;&#xA;<p>I don't want it to work for hours and then stop unexpectedly: \"Someone once opened this file and so I won't copy it!\" and then cancel the whole copy or just quit with no indication of what was done and what work remains.</p>&#xA;&#xA;<p>What file management programs do you have experience with?  Which do you recommend?</p>&#xA;&#xA;<p>This question is related to my other question: <a href=\"http://stackoverflow.com/questions/225/how-can-i-use-an-old-pata-hard-disk-drive-on-my-newer-sata-only-computer\" rel=\"nofollow\">How can I use an old PATA hard disk drive on my newer SATA-only computer?</a></p>&#xA;";"<windows><file><filesystems><utilities>";"2008-08-04 00:00:00";"0";"";"yes"
"1376";"2008-08-04 16:05:29";"Get the current logged in OS user in Adobe Air";"<p>I need the name of the current logged in user in my Air/Flex application. The application will only be deployed on Windows machines. I think I could attain this by regexing the User directory, but am open to other ways.</p>";"<flex><air>";"Null";"0";"";"no"
"1383";"2008-08-04 16:27:39";"What is unit testing?";"<p>I saw many questions asking 'how' to unit test in a specific language, but no question asking 'what', 'why', and 'when'.</p>&#xA;&#xA;<ul>&#xA;<li>What is it?</li>&#xA;<li>What does it do for me?</li>&#xA;<li>Why should I use it?</li>&#xA;<li>When should I use it (also when not)?</li>&#xA;<li>What are some common pitfalls and misconceptions</li>&#xA;</ul>&#xA;";"<unit-testing><glossary>";"2008-08-04 00:00:00";"0";"";"yes"
"1384";"2008-08-04 16:29:23";"Subsonic Vs NHibernate";"<p>What is the concensus on when to use one of these tools adversed to the other? I find Subsonic very useful in terms of getting things done quickly, but on large projects it tends not to scale, and its ties your domain model to your database model. That is where Nhibernate comes in as it gives you lightweight POCOs that are unrelated to your database model, but the setup time is much longer.</p>&#xA;";"<.net><nhibernate><orm><subsonic>";"Null";"0";"";"no"
"1390";"2008-08-04 16:33:36";"Is Windows Server 2008 \"Server Core\" appropriate for a SQL Server instance?";"<p>I'm setting up a dedicated SQL Server 2005 box on Windows Server 2008 this week, and would like to pare it down to be as barebones as possible while still being fully functional.</p>&#xA;&#xA;<p>To that end, the \"Server Core\" option sounds appealing, but I'm not clear about whether or not I can run SQL Server on that SKU.  Several services are addressed on the <a href=\"http://www.microsoft.com/windowsserver2008/en/us/compare-core-installation.aspx\">Microsoft website</a>, but I don't see any indication about SQL Server.</p>&#xA;&#xA;<p>Does anyone know definitively?</p>&#xA;";"<sql-server><windows-server-2008>";"2008-08-04 00:00:00";"0";"";"yes"
"1401";"2008-08-04 16:44:25";"ASP.Net Custom Client-Side Validation";"<p>I have a custom validation function in JavaScript in a user control on a .Net 2.0 web site which checks to see that the fee paid is not in excess of the fee amount due. </p>&#xA;&#xA;<p>I've placed the validator code in the ascx file, and I have also tried using Page.ClientScript.RegisterClientScriptBlock() and in both cases the validation fires, but cannot find the JavaScript function.</p>&#xA;&#xA;<p>The output in Firefox's error console is \"feeAmountCheck is not defined\". Here is the function (this was taken directly from firefox->view source)</p>&#xA;&#xA;<pre><code>&lt;script type=\"text/javascript\"&gt;&#xA;    function feeAmountCheck(source, arguments)&#xA;    {&#xA;        var amountDue = document.getElementById('ctl00_footerContentHolder_Fees1_FeeDue');&#xA;        var amountPaid = document.getElementById('ctl00_footerContentHolder_Fees1_FeePaid');&#xA;&#xA;        if (amountDue.value &gt; 0 &amp;&amp; amountDue &gt;= amountPaid)&#xA;        {&#xA;            arguments.IsValid = true;&#xA;        }&#xA;        else&#xA;        {&#xA;            arguments.IsValid = false;&#xA;        }&#xA;&#xA;        return arguments;&#xA;    }&#xA;&lt;/script&gt;&#xA;</code></pre>&#xA;&#xA;<p>Any ideas as to why the function isn't being found? How can I remedy this without having to add the function to my master page or consuming page?</p>&#xA;";"<asp.net><javascript><validation>";"2008-10-03 00:00:00";"0";"";"yes"
"1409";"2008-08-04 16:55:31";"Bandwith throttling in IIS 6 by IP Address";"<p>I am writing an application that downloads large files in the background. All clients are logged in locally, or through a VPN. When they are logged in locally, I do not want to throttle downloads. However, I would like to limit downloads to 10 KBps when the user is connected via VPN. I can differentiate between these users by IP Address range.</p>&#xA;&#xA;<p>Since this is an AIR Application, I figure I will throttle via server-side since I can do it from either the server itself (IIS 6) or the web service (asp.net / C#). </p>&#xA;&#xA;<p>Throttling through IIS 6 seems to work fine, but it seems like it has to be done across the entire web site. Is there anyway to do this via IP? Or will I have to rig this up in .NET?</p>&#xA;";"<asp.net><iis>";"2008-08-26 00:00:00";"0";"";"yes"
"1417";"2008-08-04 17:02:31";"How can I get the authenticated user name under Apache using plain HTTP authentication and PHP?";"<p>First, let's get the security considerations out of the way. I'm using simple authentication under Apache for a one-off, internal use only, non-internet connected lan, php web app.</p>&#xD;&#xA;&#xD;&#xA;<p>How can get I the HTTP authenticated user name in PHP?</p>";"<php><apache><authentication><http-authentication>";"2008-08-04 00:00:00";"0";"";"yes"
"1451";"2008-08-04 17:46:28";"What is the best way to handle multiple permission types?";"<p>I often encounter the following scenario where I need to offer many different types of permissions. I primarily use ASP.NET / VB.NET with SQL Server 2000.</p>&#xA;&#xA;<p><strong>Scenario</strong></p>&#xA;&#xA;<p>I want to offer a dynamic permission system that can work on different parameters. Let's say that I want to give either a department or just a specific person access to an application. And pretend that we have a number of applications that keeps growing.</p>&#xA;&#xA;<p>In the past, I have chosen one of the following two ways that I know to do this.</p>&#xA;&#xA;<p>1) Use a single permission table with special columns that are used for determining a how to apply the parameters. The special columns in this example are TypeID and TypeAuxID. The SQL would look something like this.</p>&#xA;&#xA;<pre><code>SELECT COUNT(PermissionID)&#xA;FROM application_permissions&#xA;WHERE&#xA;(TypeID = 1 AND TypeAuxID = @UserID) OR&#xA;(TypeID = 2 AND TypeAuxID = @DepartmentID)&#xA;AND ApplicationID = 1&#xA;</code></pre>&#xA;&#xA;<p>2) Use a mapping table for each type of permission, then joining them all together.</p>&#xA;&#xA;<pre><code>SELECT COUNT(perm.PermissionID)&#xA;FROM application_permissions perm&#xA;LEFT JOIN application_UserPermissions emp&#xA;ON perm.ApplicationID = emp.ApplicationID&#xA;LEFT JOIN application_DepartmentPermissions dept&#xA;ON perm.ApplicationID = dept.ApplicationID&#xA;WHERE q.SectionID=@SectionID&#xA;  AND (emp.UserID=@UserID OR dept.DeptID=@DeptID OR&#xA; (emp.UserID IS NULL AND dept.DeptID IS NULL)) AND ApplicationID = 1&#xA;ORDER BY q.QID ASC&#xA;</code></pre>&#xA;&#xA;<p><strong>My Thoughts</strong></p>&#xA;&#xA;<p>I hope that the examples make sense. I cobbled them together.</p>&#xA;&#xA;<p>The first example requires less work, but neither of them feel like the best answer. Is there a better way to handle this?</p>&#xA;";"<sql><permissions>";"2008-08-05 00:00:00";"0";"";"yes"
"1453";"2008-08-04 17:51:13";"Using object property as default for method property";"<p>I'm trying to do this (which produces an unexpected T_VARIABLE error):</p>&#xD;&#xA;&#xD;&#xA;<pre><code>public function createShipment($startZip, $endZip, $weight = $this-&gt;getDefaultWeight()){}<br></code></pre>&#xD;&#xA;&#xD;&#xA;<p>I don't want to put a magic number in there for weight, since the object I am using has a \"defaultWeight\" parameter that all new shipments get if you don't specify a weight. I can't put the defaultWeight in the shipment itself, because it changes from shipment group to shipment group. Is there a better way to do it than the following?</p>&#xD;&#xA;&#xD;&#xA;<pre><code>public function createShipment($startZip, $endZip, weight = 0){<br>    if($weight &lt;= 0){<br>        $weight = $this-&gt;getDefaultWeight();<br>    }<br>}<br></code></pre>";"<php><parameters><error-handling>";"2009-08-24 00:00:00";"0";"";"yes"
"1476";"2008-08-04 18:20:36";"How do you express binary literals in Python?";"<p>How do you express an integer as a binary number with Python literals?</p>&#xA;&#xA;<p>I was easily able to find the answer for hex:</p>&#xA;&#xA;<pre><code>    &gt;&gt;&gt; 0x12AF&#xA;    4783&#xA;    &gt;&gt;&gt; 0x100&#xA;    256&#xA;</code></pre>&#xA;&#xA;<p>and, octal:</p>&#xA;&#xA;<pre><code>    &gt;&gt;&gt; 01267&#xA;    695&#xA;    &gt;&gt;&gt; 0100&#xA;    64&#xA;</code></pre>&#xA;&#xA;<p><strong>How do you use literals to express binary in Python?</strong></p>&#xA;&#xA;<p><hr></p>&#xA;&#xA;<p><strong><em>Summary of Answers</em></strong></p>&#xA;&#xA;<ul>&#xA;<li>Python 2.5 and earlier: can express binary using <code>int('01010101111',2)</code> but not with a literal.</li>&#xA;<li>Python 2.5 and earlier: there is <em>no way</em> to express binary literals.</li>&#xA;<li>Python 2.6 beta: You can do like so: <code>0b1100111</code> or <code>0B1100111</code>.</li>&#xA;<li>Python 2.6 beta: will also allow <code>0o27</code> or <code>0O27</code> (second character is the letter O) to represent an octal.</li>&#xA;<li>Python 3.0 beta: Same as 2.6, but will no longer allow the older <code>027</code> syntax for octals.</li>&#xA;</ul>&#xA;";"<python><syntax><binary><literals>";"2008-09-08 00:00:00";"0";"";"yes"
"1496";"2008-08-04 18:51:38";"What are the preferred versions of Vim and Emacs on Mac OS X?";"<p>For those of us that like to use the graphical version of Vim or Emacs, instead of the console version, which version do you recommend?</p>&#xA;&#xA;<p>For Vim, there's <a href=\"http://sourceforge.net/projects/macosxvim/\">Mac OS X Vim</a>, <a href=\"http://code.google.com/p/macvim/\">MacVim</a>, <a href=\"http://code.google.com/p/vim-cocoa/\">Vim-Cocoa</a>.</p>&#xA;&#xA;<p>For Emacs, <a href=\"http://www.apple.com/downloads/macosx/unix_open_source/carbonemacspackage.html\">CarbonEmacs</a>, <a href=\"http://www.xemacs.org/\">XEmacs</a>, and <a href=\"http://aquamacs.org/\">Aquamacs</a>.</p>&#xA;&#xA;<p>Are there more? Which of these are ready for prime-time? If it's a tough call, what are the trade-offs? Are all of these still being maintained?</p>&#xA;&#xA;<p>No discussion of Vim vs. Emacs, if you don't mind, or comparisons with other editors.</p>&#xA;";"<osx><vim><emacs><editor>";"2008-08-04 00:00:00";"0";"";"yes"
"1503";"2008-08-04 19:01:14";"Integrating Visual Studio Test Project with Cruise Control";"<p>I'm looking into using Visual Studio 2008's built in unit test projects instead of NUnit and I was wondering if anyone has any experience in trying to integrate this type of unit test project with Cruise Control.Net.</p>";"<visual-studio><unit-testing><continuous-integration><cruisecontrol.net>";"2009-09-11 00:00:00";"0";"";"yes"
"1505";"2008-08-04 19:02:36";"How do I give my web sites an icon for iPhone?";"<p>How do I set the icon that appears on the iPhone for the web sites I create?</p>";"<iphone><html><favicon><apple-touch-icon>";"2010-08-17 00:00:00";"0";"";"yes"
"1508";"2008-08-04 19:04:47";"Different Distributed Version Control Systems working together";"<p>My office has a central Source Safe 2005 install that we use for source control. I can't change what the office uses on the server. </p>&#xD;&#xA;&#xD;&#xA;<p>I develop on a laptop and would like to have a different local source control repository that can sync with the central server (when available) regardless of the what that central provider is. The reason for the request is so I can maintain a local stable branch/build for client presentations while continuing to develop without having to jump through flaming hoops. Also, as a consultant, my clients may request that I use their source control provider and flexibility here would make life easier.</p>&#xD;&#xA;&#xD;&#xA;<p>Can any of the existing distributed source control clients handle that?</p>";"<version-control><dvcs>";"2008-10-03 00:00:00";"0";"";"yes"
"1528";"2008-08-04 19:13:54";"Hiding inherited members";"<p>I'm looking for some way to effectively hide inherited members. I have a library of classes which inherit from common base classes.  Some of the more recent descendant classes inherit dependency properties which have become vestigial and can be a little confusing when using IntelliSense or using the classes in a visual designer.</p>&#xA;&#xA;<p>These classes are all controls that are written to be compiled for either WPF or Silverlight 2.0.  I know about <code>ICustomTypeDescriptor</code> and <code>ICustomPropertyProvider</code>, but I'm pretty certain those can't be used in Silverlight.  </p>&#xA;&#xA;<p>It's not as much a functional issue as a usability issue.  What should I do?</p>&#xA;&#xA;<p><strong>Update</strong></p>&#xA;&#xA;<p>Some of the properties that I would really like to hide come from ancestors that are not my own and because of a specific tool I'm designing for, I can't do member hiding with the <code>new</code> operator.  (I know, it's ridiculous)</p>&#xA;";"<c#><wpf><silverlight><polymorphism><dependency-properties>";"2008-08-06 00:00:00";"0";"";"yes"
"1535";"2008-08-04 19:21:48";"Reducing duplicate error handling code in C#?";"<p>I've never been completely happy with the way exception handling works, there's a lot exceptions and try/catch brings to the table (stack unwinding, etc.), but it seems to break a lot of the OO model in the process.</p>&#xD;&#xA;&#xD;&#xA;<p>Anyway, here's the problem:</p>&#xD;&#xA;&#xD;&#xA;<p>Let's say you have some class which wraps or includes networked file IO operations (e.g. reading and writing to some file at some particular UNC path somewhere). For various reasons you don't want those IO operations to fail, so if you detect that they fail you retry them and you keep retrying them until they succeed or you reach a timeout. I already have a convenient RetryTimer class which I can instantiate and use to sleep the current thread between retries and determine when the timeout period has elapsed, etc.</p>&#xD;&#xA;&#xD;&#xA;<p>The problem is that you have a bunch of IO operations in several methods of this class, and you need to wrap each of them in try-catch / retry logic.</p>&#xD;&#xA;&#xD;&#xA;<p>Here's an example code snippet:</p>&#xD;&#xA;&#xD;&#xA;<pre><code>RetryTimer fileIORetryTimer = new RetryTimer(TimeSpan.FromHours(10));<br>bool success = false;<br>while (!success)<br>{<br>    try<br>    {<br>        // do some file IO which may succeed or fail<br>        success = true;<br>    }<br>    catch (IOException e)<br>    {<br>        if (fileIORetryTimer.HasExceededRetryTimeout)<br>        {<br>            throw e;<br>        }<br>        fileIORetryTimer.SleepUntilNextRetry();<br>    }<br>}<br></code></pre>&#xD;&#xA;&#xD;&#xA;<p>So, how do you avoid duplicating most of this code for every file IO operation throughout the class? My solution was to use anonymous delegate blocks and a single method in the class which executed the delegate block passed to it. This allowed me to do things like this in other methods:</p>&#xD;&#xA;&#xD;&#xA;<pre><code>this.RetryFileIO( delegate()<br>    {<br>        // some code block<br>    } );<br></code></pre>&#xD;&#xA;&#xD;&#xA;<p>I like this somewhat, but it leaves a lot to be desired. I'd like to hear how other people would solve this sort of problem.</p>";"<c#><exception><error-handling>";"2008-08-06 00:00:00";"0";"";"yes"
"1542";"2008-08-04 19:38:03";"Online Peer Code Review?";"<p>For people who work on very small teams, or by themselves, or on teams where they are by far the best developer and have a need to learn from someone better than them, are there any online resources/methods for doing some sort of peer code review?</p>&#xA;&#xA;<p>I used to be pretty active in the online art community (specifically drawing anime) and there were all sorts of sites where you could just post pictures for critiques and comments. I've never seen anything like that for programmers. I'm thinking of somewhere where you could post Object Architecture plans, DB design plans, or even just straight code for others to look at, learn from, and critique and comment on. Anyone know of anything like that anywhere (preferably focused towards PHP, but anything will do, and even a non-free site would be ok)?</p>&#xA;&#xA;<p>note: yes, I am aware that this could have security implications, but security by obscurity is the worst security, and posting your code would actually help flush out potential security issues...</p>&#xA;";"<code-review>";"2008-08-04 00:00:00";"0";"";"yes"
"1576";"2008-08-04 20:54:29";"What should a longtime Windows user know when starting to use Linux?";"<p>We've finally moved our websites to a decent <a href=\"http://www.simplehelix.com/\">host</a>, and for the first time we have Shell Access.</p>&#xA;&#xA;<p>I know very little about using Linux, I can navigate through the file system, read files with <a href=\"http://en.wikipedia.org/wiki/Vim%5F%28text%5Feditor%29\">Vim</a> and I'm aware of the man command, and I have been able to work out solutions to problems as they show up (eventually), but I know I'm unaware of a lot.</p>&#xA;&#xA;<p>Edit: We currently only use the host to hold our live sites, I'm sure that we use it more effectively, but I'm not sure where to start.</p>&#xA;&#xA;<p>So with Web Development in mind:</p>&#xA;&#xA;<ul>&#xA;<li>What are the essential commands that every Linux user should know about?</li>&#xA;<li>What are the most useful commands that I should look into?</li>&#xA;</ul>&#xA;";"<linux><bash><unix><shell>";"2009-01-22 00:00:00";"0";"";"yes"
"1584";"2008-08-04 21:04:06";"Linux shell equivalent on IIS";"<p>As a LAMP developer considering moving to a .Net IIS platform, one of my concerns is the loss of productivity due to lack of shell... Has anyone else had this experience?  Is there possibly a Linux shell equivalent for Windows?</p>&#xA;";"<windows><iis><shell><command-line><terminal>";"2009-11-12 00:00:00";"0";"";"yes"
"1598";"2008-08-04 21:17:51";"What are the correct pixel dimensions for an apple-touch-icon?";"<p>I'm not sure what the correct size should be.</p>&#xA;&#xA;<p>Many sites seem to repeat that the apple-touch-icon should be 57x57 pixels but cite a broken link as their source.</p>&#xA;&#xA;<p><a href=\"http://www.hanselman.com/blog/MakeYourWebsiteMobileAndIPhoneFriendlyAddHomeScreenIPhoneIconsAndAdjustTheViewPort.aspx\">Hanselman</a>'s and <a href=\"http://playgroundblues.com/posts/2008/jan/15/iphone-bookmark-iconage/\">playgroundblues</a>'s comments suggest different sizes including 163x163 and 60x60.</p>&#xA;&#xA;<p>Apple's own <a href=\"http://www.apple.com/apple-touch-icon.png\">apple.com icon</a> is 129x129!</p>&#xA;&#xA;<p>See my related question:&#xA;<a href=\"http://stackoverflow.com/questions/1505/how-do-i-give-my-web-sites-an-icon-for-iphone\">How do I give my web sites an icon for iPhone?</a></p>&#xA;";"<iphone><favicon><apple-touch-icon>";"2010-08-17 00:00:00";"0";"";"yes"
"1600";"2008-08-04 21:27:53";"Best way to copy a databas?";"<p>I always create a new empty database and then do a backup and restore of the existing database into it, but is this really the best way? As it seems very error prone and over complicated to me.</p>";"<sql-server><sql-server-2008>";"2009-09-09 00:00:00";"0";"";"yes"
"1607";"2008-08-04 21:31:40";"Mechanisms for tracking DB schema changes";"<p>What are the best methods for tracking and/or automating DB schema changes?  Our team uses Subversion for version control and we've been able to automate some of our tasks this way (pushing builds up to a staging server, deploying tested code to a production server) but we're still doing database updates manually.  I would like to find or create a solution that allows us to work efficiently across servers with different environments while continuing to use Subversion as a backend through which code and DB updates are pushed around to various servers.</p>&#xD;&#xA;&#xD;&#xA;<p>Many popular software packages include auto-update scripts which detect DB version and apply the necessary changes.  Is this the best way to do this even on a larger scale (across multiple projects and sometimes multiple environments and languages)?  If so, is there any existing code out there that simplifies the process or is it best just to roll our own solution?  Has anyone implemented something similar before and integrated it into Subversion post-commit hooks, or is this a bad idea?</p>&#xD;&#xA;&#xD;&#xA;<p>While a solution that supports multiple platforms would be preferable, we definitely need to support the Linux/Apache/MySQL/PHP stack as the majority of our work is on that platform.</p>";"<php><mysql><database><svn><migration>";"2008-08-05 00:00:00";"0";"";"yes"
"1610";"2008-08-04 21:37:31";"Can I logically reorder columns in a table?";"<p>If I'm adding a column to a table in Microsoft SQL Server, can I control where the column is displayed logically in queries?</p>&#xA;&#xA;<p>I don't want to mess with the physical layout of columns on disk, but I would like to logically group columns together when possible so that tools like SQL Server Management Studio list the contents of the table in a convenient way.</p>&#xA;&#xA;<p>I know that I can do this through SQL Management Studio by going into their \"design\" mode for tables and dragging the order of columns around, but I'd like to be able to do it in raw SQL so that I can perform the ordering scripted from the command line.</p>&#xA;";"<sql-server>";"2008-08-05 00:00:00";"0";"";"yes"
"1615";"2008-08-04 21:42:37";"How can I modify .xfdl files? (Update #1)";"<p>The .XFDL file extension identifies XFDL Formatted Document files. These belong to the XML-based document and template formatting standard. This format is exactly like the XML file format however, contains a level of encryption for use in secure communications.</p>&#xD;&#xA;&#xD;&#xA;<p>I know how to view XFDL files using a file viewer I found <a href=\"http://www.e-publishing.af.mil/viewerdownload.asp\" rel=\"nofollow\">here</a>.  I can also modify and save these files by doing File:Save/Save As.  I'd like, however, to modify these files on the fly.  Any suggestions?  Is this even possible?</p>&#xD;&#xA;&#xD;&#xA;<p>Update #1:  I have now successfully decoded and unziped a .xfdl into an XML file which I can then edit.  Now, I am looking for a way to re-encode the modified XML file back into base64-gzip (using Ruby or the command line)</p>";"<ruby><language-agnostic><xfdl>";"2008-08-04 00:00:00";"0";"";"yes"
"1623";"2008-08-04 22:00:41";"Folders or Projects in a Visual Studio Solution?";"<p>When spliting a solution in to logical layers, when is it best to use a separate project over just grouping by a folder?</p>";"<visual-studio><design><projects-and-solutions>";"2008-08-04 00:00:00";"0";"";"yes"
"1625";"2008-08-04 22:01:10";"XML Editing/Viewing Software";"<p>What software is recommended for working with and editing large XML schemas? I'm looking for both Windows and Linux software (doesn't have to be cross platform, just want suggestions for both) that help with dealing with huge XML files.</p>";"<windows><xml><linux>";"2008-08-17 00:00:00";"0";"";"yes"
